Scan_params_set,Peak_x_set,Peak_y_set,Centroid_x_set,Centroid_y_set,A_set,Sx_set,Sy_set,X0_set,Y0_set,Wavelength_set,Atom_number_set,Folder_path,Files_used
0.01703,618.0,912.0,580.0,906.0,0.4663914475764276,49.67900153115889,57.815462109798055,918.3108309372831,609.5192811176449,7.8024602089e-07,18362394.673668496,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.01903,596.0,905.0,602.0,910.0,0.3724077436485943,42.16653963949799,49.50554024973927,918.0167278298964,598.857496277997,7.8024602089e-07,11132410.576098273,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.02103,582.0,898.0,594.0,910.0,0.29535349083429974,43.83076334185946,50.783518668878315,916.8323245481315,584.5692136239907,7.8024602089e-07,9452955.43348959,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00103,673.0,923.0,657.0,904.0,0.008804126824417557,135.21343304008496,342.07245924360603,911.26143507396,801.217721009259,7.8024602089e-07,4714640.250067003,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00303,666.0,925.0,654.0,917.0,2.5318580286210732,12.802380048361037,20.708979162819954,922.7386114414182,665.9082160764267,7.8024602089e-07,9585546.921643326,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00503,666.0,922.0,647.0,913.0,1.8703417801308888,15.844438047622267,23.616667307351147,922.3224255086354,661.4538491921942,7.8024602089e-07,9997907.983565046,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00703,658.0,918.0,592.0,905.0,1.5795646952290878,21.47348346138967,29.70032260741706,920.9952862590524,656.6444122070563,7.8024602089e-07,14107688.192500684,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.009030000000000002,650.0,925.0,647.0,916.0,1.1372093261088132,22.185290695132885,28.870046964028653,920.8701695933742,650.3766060864303,7.8024602089e-07,10498996.576372867,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.01103,645.0,917.0,633.0,912.0,0.9132255796198223,26.125087090252705,32.77752373351282,920.0901730292474,645.0652346327653,7.8024602089e-07,11254415.796384262,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.013030000000000002,626.0,917.0,627.0,913.0,0.6758364296745292,29.821812411806526,36.51000427188747,919.5190462294747,635.6784502582198,7.8024602089e-07,10590720.742031697,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.01503,626.0,917.0,582.0,904.0,0.48275015942074206,52.27062724086423,60.8699077921139,919.1324453021616,620.0131498143812,7.8024602089e-07,20631086.68774571,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.01703,619.0,913.0,639.0,916.0,0.43025742273739465,30.251549300286456,36.01597874783512,918.9975128139299,614.126920104378,7.8024602089e-07,6867453.615523821,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.01903,600.0,924.0,605.0,910.0,0.38022817771882333,41.64053283662424,48.343809478747374,918.1561766359146,599.8936844934199,7.8024602089e-07,10969195.093786506,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.02103,582.0,909.0,607.0,912.0,0.28533332916695753,41.65866940433184,48.18733062018718,916.9385625654772,583.1719415944613,7.8024602089e-07,8284853.753193488,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00103,671.0,922.0,613.0,901.0,0.011946361210581569,140.4358102618191,325.7545655786583,907.5751359106,661.5188508854039,7.8024602089e-07,6992804.224755551,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00303,674.0,920.0,670.0,920.0,2.503380043799255,12.507058284020369,20.128345110951535,921.7728954352774,666.2269088003078,7.8024602089e-07,9049771.100013202,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00503,664.0,923.0,672.0,920.0,1.8379826281295166,14.697467909600267,21.913180193594552,922.317764041062,662.5583103415329,7.8024602089e-07,8560149.206779905,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.00703,659.0,919.0,640.0,914.0,1.5051311991885827,19.299500044860157,26.272856441334646,921.0720828447284,656.748488810815,7.8024602089e-07,10927076.635460343,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
0.009030000000000002,655.0,919.0,666.0,918.0,1.1443120026697682,20.646356924937045,26.755156563932857,920.2164282946878,652.4388814546568,7.8024602089e-07,9209129.81699325,../results/2025-09-10/13/,"000010452-AbsorptionImageExpFrag.h5, 000010456-AbsorptionImageExpFrag.h5, 000010454-AbsorptionImageExpFrag.h5, 000010453-AbsorptionImageExpFrag.h5, 000010455-AbsorptionImageExpFrag.h5, 000010451-AbsorptionImageExpFrag.h5"
